price(mln),area,latitude,longitude,Bedrooms,Bathrooms,Balcony,parking,Lift,Status,neworold,Furnished_status,type_of_building
6.8,750.0,19.211514,72.835534,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
22.0,800.0,19.1240672,72.84205406,2.0,2.0,2.0,2.0,2.0,Ready to Move,New Property,SAS,Flat
50.0,2400.0,18.96249,72.81748,5.0,4.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
50.199999999999996,1000.0,19.0824712,72.8332718,3.0,3.0,3.0,3.0,3.0,Ready to Move,Resale,SAS,Flat
11.0,810.0,19.21815,72.81591999999999,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
18.0,845.0,19.2000877298614,72.87580661573949,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
4.8,855.0,19.4540588,72.7688226,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
19.5,708.0,19.13662,72.93666999999999,3.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
17.5,800.0,18.97607,72.82728,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
10.5,1435.0,19.260665600000003,73.1419582,3.0,3.0,4.0,4.0,4.0,Ready to Move,Resale,SAS,Flat
70.0,2060.0,19.11559447,72.90996700000001,3.0,3.0,2.0,2.0,2.0,Ready to Move,Resale,SAS,Flat
22.5,675.0,19.2335321,72.839198,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
30.0,1095.0,19.216866,72.86649054,3.0,3.0,0.0,0.0,0.0,SAS,Resale,Unfurnished,Flat
21.0,1100.0,19.1203883516242,72.8945767798459,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
24.0,680.0,19.0327996,72.89635679999999,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
4.95,648.0,19.1996701,72.8580561,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,SAS,Flat
61.0,2350.0,19.0035179,72.85269170000001,3.0,3.0,5.0,5.0,5.0,Ready to Move,Resale,SAS,Flat
18.5,1045.0,19.141983,72.9309595,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Individual House
20.0,1550.0,19.205001831054688,72.86927032470703,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
5.5,890.0,19.4718215,72.80537220000001,2.0,2.0,3.0,3.0,3.0,Ready to Move,Resale,SAS,Flat
11.5,1500.0,19.2335321,72.839198,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
17.5,1120.0,19.223884,72.86357199999999,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Individual House
42.0,1100.0,19.05947,73.01675999999999,2.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
38.0,1157.0,19.006180342037,72.8286779623475,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
67.5,1100.0,18.963706,72.80612629999999,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
29.0,1368.0,19.156688690185547,72.85662078857422,3.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
77.5,2000.0,19.040233612060547,72.86018371582031,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
22.5,1310.0,19.11506141,72.89203774,3.0,3.0,3.0,3.0,3.0,Ready to Move,New Property,SAS,Flat
79.0,2600.0,19.11926651000977,72.86460876464844,4.0,5.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
22.5,1250.0,19.212571,72.87352170000001,3.0,3.0,1.0,1.0,1.0,Ready to Move,Resale,SAS,Flat
10.0,972.0,19.28217,72.87654,2.0,2.0,2.0,2.0,2.0,Ready to Move,Resale,SAS,Flat
10.5,660.0,19.1401705,72.94310379999999,6.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Individual House
25.0,1400.0,19.13844,72.812187,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
35.0,1725.0,19.157011,72.95030600000001,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
4.0,584.0,19.470854,72.80226,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
5.9,990.0,19.4621578,72.80568509999999,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
30.0,1100.0,19.18023681640625,72.85541534423828,3.0,2.0,0.0,0.0,0.0,Ready to Move,New Property,Unfurnished,Flat
20.0,1130.0,19.2523379,72.849549,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
35.0,845.0,19.07155036926269,72.82329559326172,2.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
33.0,1551.0,19.1590077,72.86927109999999,3.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,Unfurnished,Flat
17.5,1050.0,19.1184266,72.8958535,2.0,2.0,0.0,0.0,0.0,SAS,New Property,Unfurnished,Flat
13.5,790.0,19.1590077,72.86927109999999,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Individual House
30.0,1350.0,19.1629924,72.83930190000001,2.0,2.0,0.0,0.0,0.0,SAS,Resale,Unfurnished,Flat
40.0,900.0,19.070726,72.836127,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
35.0,1200.0,19.18897247314453,72.82200622558594,3.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
15.0,1026.0,19.167328,72.93478449999999,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Individual House
26.0,1100.0,19.14724,72.84012,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
32.5,1250.0,19.0755348,72.9128997,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,SAS,Flat
21.5,1100.0,19.123334884643555,72.87158203125,2.0,2.0,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat
5.5,1450.0,19.40880476,72.82676338,2.0,2.0,4.0,4.0,4.0,Ready to Move,New Property,SAS,Flat
12.0,720.0,19.059906,72.8773938,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
42.6,1300.0,19.1086461,72.83470729999999,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
32.5,720.0,19.039152145385746,72.84046936035156,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
12.0,1200.0,19.3093926,72.8485939,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
10.0,1200.0,19.11623,72.93205,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
5.0,835.0,19.46829575,72.79722734,2.0,2.0,3.0,3.0,3.0,Ready to Move,Resale,SAS,Flat
7.1,910.0,19.28217,72.87654,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
17.0,650.0,19.1154908,72.87269520000001,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
12.0,1010.0,19.28500747680664,72.87196350097656,2.0,2.0,4.0,4.0,4.0,Ready to Move,Resale,Semi-Furnished,Flat
6.0,800.0,19.0327996,72.89635679999999,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
30.0,1145.0,19.1427505411053,72.8432709242813,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
9.5,790.0,19.2273315,72.8637286,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
20.0,790.0,19.058655107985302,72.89045381863271,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,SAS,Flat
12.0,1230.0,19.0647798,73.04431590000002,2.0,2.0,4.0,4.0,4.0,Ready to Move,Resale,Semi-Furnished,Flat
50.0,1450.0,19.0746201,72.8342433,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Individual House
7.5,1200.0,19.369335174560547,72.8061294555664,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,Unfurnished,Flat
16.0,971.0,19.1485826410123,72.939661,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,SAS,Flat
14.5,1050.0,19.0908063,72.90766690000001,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
9.5,1010.0,19.2783121,72.8580188,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Individual House
24.5,975.0,19.1297376,72.8291555,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
3.85,770.0,19.45405960083008,72.7688217163086,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,Unfurnished,Flat
4.6,980.0,19.21339,72.93141999999999,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Individual House
85.0,1950.0,19.02836036682129,72.83828735351562,4.0,4.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
9.8,965.0,19.29490107,72.87389399999999,2.0,2.0,2.0,2.0,2.0,Ready to Move,Resale,SAS,Flat
35.0,1520.0,19.04094,72.86528100000001,2.0,2.0,0.0,0.0,0.0,SAS,New Property,Unfurnished,Flat
9.0,1071.0,19.273876,72.880675,2.0,2.0,3.0,3.0,3.0,SAS,New Property,Semi-Furnished,Flat
12.0,990.0,19.2050017,72.86927109999999,2.0,2.0,3.0,3.0,3.0,Ready to Move,Resale,Semi-Furnished,Flat
16.5,890.0,19.2099437,72.83086920000001,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
25.1,912.0,19.13844,72.812187,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Individual House
35.0,1650.0,19.169705,72.853001,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
18.6,1050.0,19.1192445,72.8996312,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
55.0,1000.0,19.055229,72.83082900000001,3.0,3.0,1.0,1.0,1.0,Ready to Move,Resale,Semi-Furnished,Flat
24.4,1400.0,19.1654181,72.9667254,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
17.0,1050.0,19.1242932,72.9212788,3.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
15.5,1000.0,19.06911277770996,72.8978271484375,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
29.0,1430.0,19.12238883972168,72.86602783203125,3.0,3.0,1.0,1.0,1.0,Ready to Move,Resale,Unfurnished,Flat
50.0,2000.0,19.100385665893555,72.8504638671875,3.0,3.0,3.0,3.0,3.0,Ready to Move,Resale,Unfurnished,Flat
9.95,1000.0,19.21815,72.81591999999999,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
28.0,892.0,19.2335321,72.839198,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
33.0,1600.0,19.23612,72.84193,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
5.7,1080.0,19.234639,73.16113399999999,3.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,Furnished,Flat
12.5,1000.0,19.1961519,72.8730231,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,SAS,Flat
17.0,1030.0,19.1572997,72.9365184,2.0,2.0,3.0,3.0,3.0,Ready to Move,Resale,SAS,Flat
12.1,950.0,19.2539332,72.8672448,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
55.0,1388.0,19.002269744873047,72.82005310058594,2.0,2.0,4.0,4.0,4.0,Ready to Move,New Property,Semi-Furnished,Flat
24.5,1400.0,19.1754207611084,72.85350799560547,3.0,3.0,0.0,0.0,0.0,Ready to Move,New Property,Unfurnished,Individual House
17.0,818.0,19.2420124,72.8559055,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
3.6,745.0,19.19632911682129,73.09597778320312,2.0,2.0,2.0,2.0,2.0,Ready to Move,Resale,Unfurnished,Individual House
20.0,585.0,19.04720115661621,72.87222290039062,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
8.5,710.0,19.28217,72.87654,2.0,2.0,4.0,4.0,4.0,Ready to Move,Resale,Unfurnished,Flat
13.799999999999999,1070.0,19.259015,72.854824,2.0,2.0,1.0,1.0,1.0,SAS,New Property,Unfurnished,Flat
6.840000000000001,1200.0,19.45405960083008,72.7688217163086,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
19.5,786.0,19.22277,72.84626,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,Furnished,Flat
16.5,1200.0,19.1771773695655,72.9600928443916,3.0,2.0,3.0,3.0,3.0,Ready to Move,Resale,SAS,Flat
79.0,1900.0,19.03731,72.87871,3.0,3.0,3.0,3.0,3.0,Ready to Move,Resale,SAS,Flat
14.5,1000.0,19.182524,72.848711,3.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
14.0,825.0,19.148110600000003,72.9326923,2.0,2.0,6.0,6.0,6.0,Ready to Move,Resale,SAS,Flat
20.0,1200.0,18.96829605102539,72.83544921875,4.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
12.0,600.0,19.0908063,72.90766690000001,2.0,2.0,0.0,0.0,0.0,Ready to Move,New Property,SAS,Flat
10.5,1400.0,19.28217,72.87654,3.0,3.0,4.0,4.0,4.0,Ready to Move,Resale,Semi-Furnished,Flat
5.7,855.0,19.3674262994951,72.820708,2.0,2.0,2.0,2.0,2.0,Ready to Move,Resale,SAS,Flat
55.0,3000.0,19.0472012,72.8722249,4.0,4.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
17.0,830.0,19.1746739,72.94310379999999,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
27.0,1836.0,19.0327996,72.89635679999999,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
35.0,1050.0,19.108097,72.832259,3.0,2.0,0.0,0.0,0.0,SAS,Resale,Furnished,Flat
18.5,1230.0,19.204983,72.824373,2.0,2.0,4.0,4.0,4.0,SAS,New Property,Unfurnished,Flat
9.0,1050.0,19.21339,72.93141999999999,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,Furnished,Individual House
40.0,1800.0,19.119198,72.894366,3.0,3.0,1.0,1.0,1.0,Ready to Move,Resale,SAS,Flat
22.0,900.0,19.1629924,72.83930190000001,3.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
21.0,1250.0,19.11915779113769,72.8641357421875,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
6.7,650.0,19.22793,72.83221999999999,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
25.0,1050.0,19.072039,72.8613518,3.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,SAS,Flat
20.0,1350.0,19.1981206009705,72.8781756998955,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
40.0,1200.0,18.9686526787199,72.81955099449759,2.0,2.0,3.0,3.0,3.0,Ready to Move,Resale,SAS,Flat
60.0,1400.0,19.0627565,72.8545019,4.0,4.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
6.0,650.0,19.2829726,72.8819436,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Individual House
130.0,2696.0,19.001640226154105,72.826532,4.0,4.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
9.8,1450.0,19.40638,72.835966,3.0,3.0,1.0,1.0,1.0,Ready to Move,Resale,SAS,Individual House
57.5,3000.0,19.11825,72.85898,5.0,5.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
37.5,1235.0,19.22652053833008,72.85139465332031,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
100.0,1750.0,18.9550561,72.79426509999999,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
22.5,855.0,19.118968963623047,72.86405944824219,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
3.5,932.0,19.4540588,72.7688226,2.0,2.0,4.0,4.0,4.0,SAS,Resale,SAS,Flat
31.5,861.0,19.01675033569336,72.8305892944336,2.0,2.0,5.0,5.0,5.0,Ready to Move,New Property,Semi-Furnished,Flat
40.0,1400.0,19.04720115661621,72.87222290039062,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
16.0,1050.0,19.123697,72.89286899999999,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
10.5,730.0,19.230902,72.828532,2.0,2.0,2.0,2.0,2.0,Ready to Move,Resale,SAS,Flat
35.0,845.0,19.1139177,72.8407437,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,SAS,Flat
18.0,1250.0,19.20159,72.81882,3.0,4.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
7.5,1000.0,19.2308654,73.0713733,3.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,Semi-Furnished,Flat
19.0,820.0,19.180237,72.85541490000001,2.0,2.0,0.0,0.0,0.0,Ready to Move,New Property,Semi-Furnished,Flat
9.0,900.0,19.30939292907715,72.84859466552734,2.0,2.0,2.0,2.0,2.0,Ready to Move,Resale,Unfurnished,Flat
17.0,710.0,19.0128091,72.851598,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
32.5,1960.0,19.160486,72.945419,3.0,4.0,4.0,4.0,4.0,Ready to Move,New Property,SAS,Flat
15.0,680.0,19.1794987,72.9568249,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
45.0,1820.0,19.140335,72.86436198,3.0,3.0,2.0,2.0,2.0,Ready to Move,Resale,SAS,Flat
115.0,2500.0,18.9539068507838,72.795869392867,3.0,4.0,1.0,1.0,1.0,Ready to Move,Resale,SAS,Flat
9.5,882.0,19.26231203,72.87409673,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
25.0,1209.0,19.2062083,72.87253100000001,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,SAS,Flat
15.3,810.0,19.1373633,72.8318507,2.0,2.0,2.0,2.0,2.0,Ready to Move,Resale,Furnished,Flat
17.2,1150.0,19.1181,72.89485,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
19.0,700.0,19.180237,72.85541490000001,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
35.0,1125.0,18.9463858,72.8349687,4.0,3.0,1.0,1.0,1.0,Ready to Move,Resale,Furnished,Flat
39.0,1170.0,18.972737629755105,72.8399898532701,2.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
20.1,745.0,19.0758788,72.9099978,2.0,2.0,0.0,0.0,0.0,Ready to Move,New Property,SAS,Flat
10.5,600.0,19.11905097961425,72.8641586303711,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,Semi-Furnished,Flat
26.0,860.0,19.15008523,72.84706892,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
20.3,638.0,19.0340136,72.84085479999999,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
32.5,990.0,19.1154908,72.87269520000001,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
35.0,700.0,19.098821,72.8320717,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
55.0,1050.0,18.964489,72.80726999999999,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
25.5,1300.0,19.1296705,72.931658,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
3.5,710.0,19.4540588,72.7688226,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,SAS,Flat
21.0,1270.0,19.119677300000003,72.9050809,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
20.0,1250.0,18.96829605102539,72.83544921875,3.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
10.0,1155.0,19.27375609,72.86908432,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
13.0,703.0,19.2100454,72.8183494,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
36.0,1100.0,19.119281768798828,72.86454772949219,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
50.0,800.0,19.0685052,72.8353845,2.0,2.0,1.0,1.0,1.0,Ready to Move,New Property,SAS,Flat
22.5,1000.0,19.129737854003903,72.82915496826172,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
65.0,1400.0,18.95463752746582,72.81288146972656,3.0,4.0,3.0,3.0,3.0,Ready to Move,New Property,Furnished,Flat
15.0,850.0,19.210841,72.8755987441594,2.0,2.0,2.0,2.0,2.0,Ready to Move,Resale,SAS,Flat
25.0,1160.0,19.04391098022461,72.8987808227539,2.0,3.0,2.0,2.0,2.0,Ready to Move,Resale,Furnished,Flat
18.0,640.0,19.05634,72.91731999999999,2.0,2.0,0.0,0.0,0.0,SAS,New Property,Unfurnished,Individual House
27.5,1100.0,19.0908063,72.90766690000001,3.0,3.0,0.0,0.0,0.0,SAS,Resale,Furnished,Flat
25.0,1250.0,19.13792563,72.82182797,2.0,2.0,5.0,5.0,5.0,Ready to Move,Resale,SAS,Flat
14.7,900.0,19.20678417,72.81912281,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
30.0,2000.0,19.22889,72.82409,4.0,4.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
36.0,1630.0,19.118099212646484,72.89485168457031,3.0,3.0,4.0,4.0,4.0,Ready to Move,Resale,Semi-Furnished,Flat
18.5,990.0,19.096202,72.919057,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
4.5,900.0,18.92983,72.83421,3.0,2.0,2.0,2.0,2.0,SAS,Resale,SAS,Flat
7.0,600.0,19.2099437,72.83086920000001,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
7.5,815.0,19.19090843200684,72.94413757324219,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
65.0,1375.0,19.1192626953125,72.86459350585938,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,Furnished,Flat
22.5,1040.0,19.079998016357425,72.85449981689453,2.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
12.0,1200.0,19.2335321,72.839198,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
19.0,1060.0,19.20185833333333,72.83409666666667,3.0,3.0,1.0,1.0,1.0,Ready to Move,Resale,SAS,Flat
42.0,1550.0,19.196698,72.8406711,3.0,3.0,1.0,1.0,1.0,Ready to Move,Resale,SAS,Flat
23.0,1150.0,18.955490112304688,72.8175277709961,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
8.28,974.0,19.2834,72.886291,2.0,2.0,4.0,4.0,4.0,SAS,New Property,Unfurnished,Flat
6.8,780.0,19.21221923828125,72.82118225097656,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,Unfurnished,Flat
25.0,1642.0,19.206448,72.8233516980957,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
65.0,2695.0,19.029439,72.87925899999999,4.0,4.0,2.0,2.0,2.0,Ready to Move,New Property,SAS,Flat
20.4,990.0,19.116876,72.926552,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
30.0,1100.0,19.1982149,72.8447853,3.0,3.0,1.0,1.0,1.0,Ready to Move,New Property,SAS,Flat
40.0,1500.0,18.995332717895508,72.83003997802734,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
22.5,825.0,19.07907,72.907976,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,Unfurnished,Flat
20.0,1000.0,19.08101272583008,72.85006713867188,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,Semi-Furnished,Individual House
89.5,2000.0,19.205711364746094,72.83203887939453,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
32.5,1200.0,19.097765,72.916827,3.0,2.0,2.0,2.0,2.0,Ready to Move,Resale,SAS,Flat
35.0,960.0,19.019546508789062,72.8382568359375,2.0,2.0,0.0,0.0,0.0,Ready to Move,New Property,Furnished,Flat
22.5,850.0,19.07906913757324,72.90797424316406,2.0,2.0,3.0,3.0,3.0,Ready to Move,Resale,Unfurnished,Flat
8.7,1020.0,19.28217,72.87654,2.0,3.0,4.0,4.0,4.0,SAS,Resale,Furnished,Flat
25.0,950.0,19.12319,72.84026,2.0,2.0,3.0,3.0,3.0,Ready to Move,Resale,Furnished,Flat
18.9,700.0,19.2402484,72.86515240000001,2.0,2.0,0.0,0.0,0.0,Ready to Move,New Property,SAS,Flat
28.0,2500.0,19.172922,72.953438,4.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
21.0,1400.0,19.180237,72.85541490000001,3.0,3.0,0.0,0.0,0.0,Ready to Move,New Property,SAS,Flat
58.3,2850.0,19.029439,72.87925899999999,4.0,5.0,1.0,1.0,1.0,Ready to Move,New Property,SAS,Flat
17.5,819.0,19.196418,72.80659399999999,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
14.0,525.0,19.0908063,72.90766690000001,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
3.8,800.0,19.4519236,72.7790853,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
17.8,915.0,19.115296,72.903299,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
24.0,2650.0,19.159008026123047,72.86927032470703,6.0,5.0,1.0,1.0,1.0,Ready to Move,Resale,Furnished,Flat
6.2,844.0,19.2308654,73.0713733,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,Unfurnished,Flat
25.0,1800.0,19.07906913757324,72.90797424316406,4.0,4.0,4.0,4.0,4.0,Ready to Move,Resale,Furnished,Individual House
15.0,715.0,19.1590077,72.86927109999999,2.0,2.0,0.0,0.0,0.0,SAS,Resale,Unfurnished,Flat
22.5,1538.0,19.17788452,72.87285698,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
11.0,920.0,19.058354100000003,72.8802798,2.0,2.0,2.0,2.0,2.0,Ready to Move,Resale,SAS,Flat
8.8,800.0,19.282169342041016,72.87654113769531,2.0,2.0,2.0,2.0,2.0,Ready to Move,Resale,Unfurnished,Flat
10.6,1060.0,19.2772698,72.8683033,2.0,2.0,4.0,4.0,4.0,Ready to Move,Resale,SAS,Flat
35.0,1800.0,19.2294839705372,72.8442418514434,3.0,4.0,2.0,2.0,2.0,Ready to Move,Resale,SAS,Individual House
22.0,1100.0,19.112076,72.93333299999999,3.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,SAS,Flat
30.0,640.0,19.059559,72.839178,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
