price(mln),area,latitude,longitude,Bedrooms,Bathrooms,Balcony,parking,Lift,Status,neworold,Furnished_status,type_of_building
165.0,5000.0,19.06738,72.82571999999999,7.0,7.0,2.0,2.0,2.0,Ready to Move,Resale,Furnished,Flat
4.5,940.0,19.471521,72.801999,2.0,2.0,1.0,1.0,1.0,Ready to Move,New Property,SAS,Flat
11.0,750.0,18.9546374,72.8128843,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
5.2,911.0,19.182517,73.19260200000001,2.0,2.0,4.0,4.0,4.0,Ready to Move,Resale,SAS,Flat
46.5,1750.0,19.006180342037,72.8286779623475,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
17.1,1120.0,19.1968027,72.86900190000001,2.0,2.0,4.0,4.0,4.0,Ready to Move,Resale,SAS,Flat
18.5,850.0,19.081401,72.85726700000001,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
21.5,1344.0,19.1629924,72.83930190000001,2.0,2.0,4.0,4.0,4.0,Ready to Move,Resale,Unfurnished,Flat
31.0,1378.0,19.1228392525584,72.88452963231741,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
25.0,1060.0,19.129737854003903,72.82915496826172,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
6.8,765.0,19.15117,72.89089,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
62.0,1313.0,19.119184494018555,72.8652572631836,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
16.5,880.0,19.1762177,72.8616978,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
19.2,1050.0,19.1590077,72.86927109999999,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
22.5,1100.0,19.056038600000004,72.8811285,3.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
20.5,570.0,18.9984209,72.8426858,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
25.0,1490.0,19.1040673,72.91767840000001,3.0,3.0,1.0,1.0,1.0,Ready to Move,Resale,SAS,Flat
54.0,1305.0,18.99842071533203,72.84268951416016,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
18.5,1000.0,19.0327996,72.89635679999999,3.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
15.0,507.0,19.111895800000003,72.9282468,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
30.0,1100.0,18.984752655029297,72.83906555175781,2.0,4.0,2.0,2.0,2.0,Ready to Move,New Property,Unfurnished,Flat
75.0,2100.0,18.9787784573407,72.8248171225253,2.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
17.5,900.0,19.19117,72.83808,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
13.5,1040.0,19.036090147820843,72.89596876190183,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Individual House
32.5,1495.0,19.0592961079791,72.85000344467392,2.0,2.0,3.0,3.0,3.0,Ready to Move,Resale,SAS,Flat
37.5,1175.0,19.1123328,72.866972,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
25.0,1100.0,19.1047312,72.91713109999999,3.0,3.0,0.0,0.0,0.0,SAS,New Property,Unfurnished,Flat
32.5,721.0,19.100385,72.850466,2.0,2.0,0.0,0.0,0.0,Ready to Move,New Property,Unfurnished,Flat
45.0,1800.0,18.995615005493164,72.82205200195312,3.0,4.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Individual House
26.0,1255.0,19.140793043201,72.8367363728463,3.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
31.6,1400.0,19.222117,72.853601,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
29.900000000000002,950.0,19.038438,72.84199090000001,2.0,2.0,3.0,3.0,3.0,Ready to Move,Resale,SAS,Flat
52.5,1200.0,18.95878028869629,72.8228988647461,3.0,3.0,2.0,2.0,2.0,Ready to Move,Resale,Furnished,Flat
20.0,1200.0,19.149901,72.931134,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
22.5,1215.0,19.1485826410123,72.939661,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
8.5,1100.0,19.2139892578125,72.85503387451172,2.0,2.0,2.0,2.0,2.0,Ready to Move,Resale,Unfurnished,Flat
30.0,1000.0,19.0327996,72.89635679999999,3.0,2.0,3.0,3.0,3.0,Ready to Move,Resale,Furnished,Flat
23.0,1500.0,19.161319732666016,72.83727264404297,3.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,Unfurnished,Flat
27.1,1060.0,19.2273315,72.8637286,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
21.5,900.0,19.07711601257324,72.84907531738281,2.0,2.0,0.0,0.0,0.0,Ready to Move,New Property,Unfurnished,Flat
19.8,1281.0,19.124657,72.892539,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,SAS,Flat
14.5,890.0,19.11931800842285,72.86396789550781,2.0,2.0,0.0,0.0,0.0,Ready to Move,New Property,Semi-Furnished,Flat
4.0,850.0,19.470854,72.80226,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
36.0,857.0,19.06680489,72.85129455,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
8.0,1050.0,19.234639,73.16113399999999,2.0,2.0,3.0,3.0,3.0,Ready to Move,Resale,SAS,Flat
14.0,1000.0,19.2099437,72.83086920000001,3.0,4.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
11.0,1316.0,19.3693345,72.806127,3.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
7.5,550.0,19.2335321,72.839198,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
14.0,1195.0,19.268433,72.875687,2.0,2.0,4.0,4.0,4.0,Ready to Move,Resale,SAS,Flat
27.5,1089.0,19.11632,72.859021,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
25.0,1075.0,19.2273315,72.8637286,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
46.0,1200.0,18.9963055,72.8253969,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
50.0,1350.0,19.119190216064453,72.8646469116211,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
20.0,1150.0,19.0908063,72.90766690000001,2.0,2.0,0.0,0.0,0.0,Ready to Move,New Property,SAS,Flat
69.9,3420.0,19.141714180625502,72.828495599599,5.0,5.0,2.0,2.0,2.0,Ready to Move,Resale,SAS,Flat
8.0,1950.0,19.119677300000003,72.9050809,5.0,6.0,1.0,1.0,1.0,Ready to Move,Resale,Unfurnished,Flat
9.5,625.0,19.0979,72.86619,2.0,4.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
26.5,986.0,19.143767800000003,72.8222722,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
16.5,1050.0,19.24687767028809,73.11344146728516,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,Furnished,Flat
32.5,1650.0,19.1652117,72.84252912,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
21.0,1255.0,19.3093926,72.8485939,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
17.5,1200.0,19.1154908,72.87269520000001,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
35.0,1150.0,19.039151500000003,72.84047029999999,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
17.0,773.0,19.1485598841526,72.8472660626678,2.0,2.0,0.0,0.0,0.0,SAS,New Property,Unfurnished,Flat
13.799999999999999,645.0,19.133092,72.93475,2.0,2.0,0.0,0.0,0.0,Ready to Move,New Property,SAS,Flat
30.0,1000.0,19.032798767089844,72.89635467529297,3.0,3.0,1.0,1.0,1.0,SAS,New Property,Unfurnished,Flat
6.5,880.0,19.2496089771545,73.1593992069556,2.0,2.0,3.0,3.0,3.0,Ready to Move,Resale,SAS,Individual House
13.5,712.0,19.146211624145508,72.8534927368164,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,Semi-Furnished,Flat
11.5,1750.0,19.2133903503418,72.9314193725586,3.0,3.0,1.0,1.0,1.0,SAS,Resale,Unfurnished,Flat
8.5,1100.0,19.276764,72.87450800234299,2.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
22.5,3000.0,19.282975,72.87361800000001,5.0,3.0,2.0,2.0,2.0,Ready to Move,Resale,Unfurnished,Flat
130.0,5200.0,19.14413,72.8241,5.0,5.0,1.0,1.0,1.0,Ready to Move,Resale,Unfurnished,Flat
25.0,1600.0,19.129737854003903,72.82915496826172,3.0,3.0,0.0,0.0,0.0,Ready to Move,New Property,Unfurnished,Flat
3.95,911.0,19.4621578,72.80568509999999,2.0,2.0,2.0,2.0,2.0,SAS,Resale,Unfurnished,Flat
22.5,1135.0,19.1746739,72.94310379999999,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
20.4,1277.0,18.95492,72.82961,2.0,2.0,0.0,0.0,0.0,SAS,Resale,Unfurnished,Individual House
5.5,945.0,19.459599,72.816424,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
24.900000000000002,1100.0,19.1227970123291,72.82485961914062,2.0,2.0,0.0,0.0,0.0,Ready to Move,New Property,Furnished,Flat
12.5,900.0,19.2069605,72.879858,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
80.0,1080.0,18.970389,72.8042755,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
23.0,840.0,19.13832,72.81002,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
10.0,640.0,19.2099437,72.83086920000001,2.0,2.0,4.0,4.0,4.0,Ready to Move,Resale,Semi-Furnished,Flat
56.0,2700.0,19.107617,72.898917,6.0,4.0,2.0,2.0,2.0,Ready to Move,Resale,SAS,Flat
48.0,1235.0,19.039151500000003,72.84047029999999,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
20.0,600.0,19.2165,72.834128,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
20.0,650.0,19.0815087,72.8376755,2.0,2.0,0.0,0.0,0.0,SAS,Resale,Semi-Furnished,Flat
13.0,820.0,19.205075,72.833235,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
130.0,2800.0,19.014287,72.831818,4.0,4.0,1.0,1.0,1.0,Ready to Move,Resale,SAS,Flat
20.7,900.0,18.973370000000003,72.83723,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
3.5,560.0,19.4540588,72.7688226,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
30.0,1860.0,19.152852,72.840615,3.0,3.0,2.0,2.0,2.0,Ready to Move,Resale,SAS,Flat
38.0,1300.0,19.18992,72.8444,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
15.0,1100.0,19.233531951904297,72.83919525146484,2.0,2.0,1.0,1.0,1.0,Ready to Move,New Property,Semi-Furnished,Flat
13.1,1425.0,19.292746666666694,72.8713433333333,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
42.5,1258.0,19.0266983,72.85302490000001,2.0,2.0,2.0,2.0,2.0,Ready to Move,Resale,Unfurnished,Flat
35.0,1900.0,19.1590077,72.86927109999999,4.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
17.8,1015.0,19.090856552124023,72.9042739868164,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
35.0,1368.0,19.1297376,72.8291555,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
29.0,1350.0,19.13272857666016,72.83527374267578,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
17.0,1150.0,19.23804404,72.86934964,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
14.0,880.0,19.119677300000003,72.9050809,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
24.0,735.0,19.09484,72.8475801,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,SAS,Flat
69.5,1163.0,19.070726,72.836127,3.0,3.0,1.0,1.0,1.0,Ready to Move,Resale,Unfurnished,Flat
27.5,1350.0,19.111397,72.90142800000001,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,SAS,Flat
5.0,1100.0,19.428272247314453,72.85038757324219,4.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
7.5,700.0,19.21799,72.8249,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,Furnished,Flat
47.5,1200.0,19.098821,72.8320717,3.0,3.0,2.0,2.0,2.0,Ready to Move,New Property,SAS,Flat
22.5,850.0,19.100385665893555,72.8504638671875,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
52.5,1900.0,19.012988600000003,72.832718,3.0,4.0,1.0,1.0,1.0,Ready to Move,Resale,SAS,Flat
130.0,4000.0,19.015830993652344,72.82939147949219,6.0,5.0,1.0,1.0,1.0,Ready to Move,New Property,Furnished,Flat
12.5,850.0,19.2783121,72.8580188,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,SAS,Flat
31.0,1670.0,19.171175,72.94032800000001,3.0,3.0,3.0,3.0,3.0,SAS,Resale,Unfurnished,Flat
16.7,745.0,19.1297376,72.8291555,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
8.9,1000.0,19.296699,72.8677306,2.0,2.0,3.0,3.0,3.0,Ready to Move,New Property,SAS,Flat
14.0,1062.0,19.1391659,72.7915215,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
42.5,1150.0,19.07072639465332,72.83612823486328,3.0,2.0,0.0,0.0,0.0,Ready to Move,New Property,Furnished,Flat
8.0,875.0,19.28217,72.87654,2.0,2.0,0.0,0.0,0.0,SAS,Resale,Unfurnished,Flat
25.0,1075.0,19.1190907971438,72.8874670366923,2.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
15.0,1500.0,19.204983,72.824373,2.0,2.0,4.0,4.0,4.0,SAS,Resale,Unfurnished,Flat
18.5,1050.0,19.158664,72.94725240000001,2.0,2.0,4.0,4.0,4.0,Ready to Move,Resale,SAS,Flat
27.0,1050.0,19.09080696105957,72.90766906738281,3.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
24.0,1566.0,19.17100978,72.87098943,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,SAS,Flat
12.0,535.0,19.230902,72.828532,2.0,2.0,2.0,2.0,2.0,Ready to Move,New Property,SAS,Flat
13.5,550.0,19.0327996,72.89635679999999,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
16.5,800.0,19.1590077,72.86927109999999,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
50.0,3125.0,19.152852,72.840615,4.0,4.0,1.0,1.0,1.0,Ready to Move,New Property,SAS,Flat
12.5,700.0,19.19754439,72.87664111,2.0,2.0,0.0,0.0,0.0,Ready to Move,New Property,SAS,Individual House
3.65,620.0,19.4176229,72.8063943,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
4.5,850.0,19.4129287,72.818169,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,Semi-Furnished,Flat
12.8,725.0,19.136807,72.930675,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
23.5,676.0,19.067380905151367,72.82572174072266,2.0,2.0,1.0,1.0,1.0,SAS,Resale,Unfurnished,Flat
12.0,607.0,19.2335321,72.839198,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
21.0,790.0,19.06428,72.89293,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,Furnished,Flat
45.1,1050.0,19.098821,72.8320717,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
47.5,2065.0,19.1547839,72.8540607,4.0,4.0,3.0,3.0,3.0,Ready to Move,Resale,SAS,Flat
105.0,4000.0,19.1297376,72.8291555,5.0,5.0,3.0,3.0,3.0,Ready to Move,Resale,Furnished,Flat
3.8,765.0,19.36016699,72.85781199,2.0,2.0,3.0,3.0,3.0,Ready to Move,New Property,SAS,Flat
22.5,675.0,19.1173012,72.8840395,2.0,2.0,0.0,0.0,0.0,SAS,Resale,Unfurnished,Flat
31.0,1000.0,18.994099859509,72.8373002340571,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
65.0,2300.0,18.99842071533203,72.84268951416016,3.0,4.0,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat
29.5,1400.0,19.122388,72.866028,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
17.0,760.0,19.1244725527693,72.8522472936752,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
18.0,1100.0,19.1258264,72.83937745,2.0,2.0,2.0,2.0,2.0,Ready to Move,Resale,SAS,Flat
12.5,675.0,19.06685447692871,72.8913803100586,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
45.0,990.0,19.070726,72.836127,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Individual House
26.0,1130.0,19.119251251220703,72.86458587646484,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,Furnished,Flat
18.5,940.0,19.1847997335774,72.9525122415334,2.0,2.0,3.0,3.0,3.0,Ready to Move,Resale,SAS,Flat
9.0,850.0,19.28217,72.87654,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
60.7,1450.0,19.098821,72.8320717,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
32.5,1412.0,19.06680489,72.85129455,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
40.0,1350.0,19.0753764,72.86631729999999,3.0,3.0,4.0,4.0,4.0,Ready to Move,Resale,Semi-Furnished,Flat
23.0,908.0,19.149339991082908,72.84707134487347,2.0,2.0,3.0,3.0,3.0,Ready to Move,Resale,SAS,Flat
25.0,1400.0,19.119186401367188,72.86363220214844,3.0,2.0,1.0,1.0,1.0,Ready to Move,New Property,Furnished,Flat
6.8,1080.0,19.3707545,72.814414,2.0,3.0,4.0,4.0,4.0,Ready to Move,Resale,SAS,Flat
8.2,780.0,19.2539332,72.8672448,2.0,2.0,2.0,2.0,2.0,Ready to Move,Resale,Unfurnished,Flat
18.1,1200.0,19.12258624,72.86705,2.0,2.0,0.0,0.0,0.0,SAS,New Property,Unfurnished,Flat
12.5,1339.0,19.2133903503418,72.9314193725586,2.0,2.0,0.0,0.0,0.0,SAS,Resale,Unfurnished,Flat
22.5,1091.0,19.119198,72.894366,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,SAS,Flat
12.0,646.0,19.12646,72.85906999999999,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
15.0,955.0,19.18653,72.87418000000001,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
91.0,1500.0,18.970388412475582,72.80427551269531,2.0,3.0,2.0,2.0,2.0,Ready to Move,Resale,Furnished,Flat
8.5,1100.0,19.28217,72.87654,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,Furnished,Flat
7.5,845.0,19.29612661,72.86671654,2.0,2.0,3.0,3.0,3.0,Ready to Move,Resale,SAS,Flat
4.2,900.0,19.4437194,72.7979502,2.0,2.0,3.0,3.0,3.0,Ready to Move,Resale,SAS,Flat
27.5,1500.0,19.144893600000003,72.8368073,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
17.0,850.0,19.119677300000003,72.9050809,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
4.8,750.0,19.40651677,72.82566387,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
250.0,2100.0,19.0472012,72.8722249,4.0,4.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
15.0,780.0,19.134061453848897,72.86630879387741,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
5.9,800.0,19.30939292907715,72.84859466552734,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Individual House
55.0,1450.0,19.12809637,72.81965429,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,SAS,Flat
27.9,1750.0,19.22000939,72.83703766,4.0,4.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
32.5,850.0,19.019547,72.83825470000001,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
40.0,1600.0,19.209943771362305,72.83087158203125,4.0,4.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
13.0,840.0,19.227331161499023,72.86373138427734,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Individual House
38.5,1112.0,19.0815087,72.8376755,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,SAS,Flat
17.6,1035.0,19.1771773695655,72.9600928443916,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
80.0,3000.0,19.07906913757324,72.90797424316406,4.0,4.0,4.0,4.0,4.0,Ready to Move,Resale,Semi-Furnished,Flat
14.0,700.0,19.1746739,72.94310379999999,2.0,2.0,0.0,0.0,0.0,SAS,Resale,Furnished,Flat
23.0,1300.0,19.173234273080897,72.8460595546961,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
28.0,1878.0,19.0621455334278,72.89429255264979,3.0,3.0,4.0,4.0,4.0,Ready to Move,New Property,SAS,Flat
18.5,920.0,19.138586,72.835973,2.0,2.0,3.0,3.0,3.0,Ready to Move,Resale,SAS,Flat
6.5,745.0,19.2050017,72.86927109999999,3.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
29.5,1100.0,19.0217472077863,72.84346191187021,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
6.0,785.0,19.40532875061035,72.78827667236328,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,Semi-Furnished,Flat
35.0,1350.0,18.984752,72.839069,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
75.0,2475.0,18.964378,72.83001999999999,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
28.0,930.0,19.019547,72.83825470000001,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
18.0,1300.0,19.1154908,72.87269520000001,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
3.8,765.0,19.459599,72.816424,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,Furnished,Individual House
7.2,1000.0,19.3093926,72.8485939,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
16.5,980.0,19.1911188680134,72.8375360594169,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Individual House
9.8,965.0,19.29490107,72.87389399999999,2.0,2.0,2.0,2.0,2.0,Ready to Move,New Property,SAS,Flat
4.9,965.0,19.3833242,72.8308602,2.0,2.0,3.0,3.0,3.0,Ready to Move,Resale,SAS,Individual House
215.0,5500.0,19.108097076416016,72.83226013183594,6.0,6.0,2.0,2.0,2.0,Ready to Move,Resale,Unfurnished,Flat
29.5,1450.0,19.175420000000003,72.85351,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
16.0,961.0,19.1664456,72.96257659999999,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
34.2,1300.0,19.1297376,72.8291555,3.0,4.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
43.0,1500.0,19.09882164001465,72.83206939697266,3.0,3.0,0.0,0.0,0.0,Ready to Move,New Property,Unfurnished,Flat
27.5,1250.0,19.1154908,72.87269520000001,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Individual House
24.0,1300.0,19.21339,72.93141999999999,4.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
26.0,1200.0,19.14413,72.8241,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
4.1,830.0,19.4540588,72.7688226,2.0,2.0,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat
40.0,1650.0,19.1297376,72.8291555,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
58.5,2100.0,19.0575439181646,72.8303441616946,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
180.0,4500.0,19.2099437,72.83086920000001,6.0,7.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
13.0,766.0,19.1654181,72.9667254,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Individual House
23.5,850.0,19.2392764,72.8413995,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
63.0,3120.0,19.122307,72.89599270000001,4.0,6.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
13.0,950.0,19.060800552368164,72.87981414794922,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
35.0,1310.0,19.1746739,72.94310379999999,3.0,2.0,0.0,0.0,0.0,SAS,Resale,Unfurnished,Individual House
18.7,747.0,19.16407,72.94462,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,Unfurnished,Flat
65.0,1650.0,19.039151500000003,72.84047029999999,5.0,4.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
20.0,3700.0,19.44397735595703,72.77787017822266,4.0,3.0,3.0,3.0,3.0,Ready to Move,Resale,Unfurnished,Flat
150.0,6712.0,19.074712,72.834119,7.0,7.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
16.5,1000.0,19.180237,72.85541490000001,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
27.5,1280.0,19.1462121,72.85349609999999,2.0,2.0,0.0,0.0,0.0,Ready to Move,New Property,SAS,Flat
16.0,1350.0,19.1685557754211,72.8412643739539,3.0,3.0,4.0,4.0,4.0,Ready to Move,Resale,SAS,Flat
25.0,1100.0,19.1154908,72.87269520000001,3.0,3.0,3.0,3.0,3.0,Ready to Move,Resale,Furnished,Flat
8.5,693.0,19.06477928161621,73.04431915283203,2.0,2.0,1.0,1.0,1.0,SAS,New Property,Semi-Furnished,Flat
57.5,880.0,18.968870000000003,72.80882,2.0,2.0,2.0,2.0,2.0,Ready to Move,Resale,Furnished,Flat
20.0,750.0,19.144319600000003,72.8241113,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
30.0,1050.0,19.1253747,72.82541579999999,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Individual House
